1,5012,3.1213
1,5022,3.1213
1,5039,3.1213
1,5066,3.1213
1,5069,3.1213
1,5081,3.1213
1,5095,3.1213
1,5095,3.1213
1,5100,3.1213
1,5102,3.1213
1,5107,3.1213
1,5108,3.1213
1,5114,3.1213
1,5115,3.1213
1,5115,3.1213
1,5138,3.1213
1,5148,3.1213
1,5149,3.1213
1,5150,3.1213
1,5151,3.1213
1,5154,3.1213
1,5156,3.1213
1,5159,3.1213
1,5160,3.1213
1,5165,3.1213
1,5170,3.1213
1,5171,3.1213
1,5173,3.1213
1,5174,3.1213
1,5174,3.1213
1,5179,3.1213
1,5187,3.1213
1,5191,3.1213
1,5192,3.1213
1,5205,3.1213
1,5212,3.1213
1,5222,3.1213
1,5229,3.1213
1,5229,3.1213
1,5238,3.1213
1,5240,3.1213
1,5248,3.1213
1,5263,3.1213
1,5265,3.1213
1,5267,3.1213
1,5268,3.1213
1,5269,3.1213
1,5280,3.1213
1,5281,3.1213
1,5294,3.1213
1,5295,3.1213
1,5296,3.1213
1,5297,3.1213
1,5299,3.1213
1,5303,3.1213
1,5304,3.1213
1,5307,3.1213
1,5322,3.1213
1,5327,3.1213
1,5351,3.1213
1,5359,3.1213
1,5373,3.1213
1,5375,3.1213
1,5381,3.1213
1,5384,3.1213
1,5387,3.1213
1,5387,3.1213
1,5388,3.1213
1,5389,3.1213
1,5390,3.1213
1,5390,3.1213
1,5391,3.1213
1,5392,3.1213
1,5393,3.1213
1,5394,3.1213
1,5399,3.1213
1,5400,3.1213
1,5400,3.1213
1,5403,3.1213
1,5443,3.1213
1,5464,3.1213
1,5464,3.1213
1,5483,3.1213
1,5483,3.1213
1,5490,3.1213
1,5496,3.1213
1,5507,3.1213
1,5511,3.1213
1,5519,3.1213
1,5527,3.1213
1,5561,3.1213
1,5568,3.1213
1,5571,3.1213
1,5571,3.1213
1,5577,3.1213
1,5579,3.1213
1,5579,3.1213
1,5582,3.1213
1,5583,3.1213
1,5594,3.1213
1,5613,3.1213
1,5625,3.1213
1,5625,3.1213
1,5647,3.1213
1,5651,3.1213
1,5659,3.1213
1,5669,3.1213
1,5674,3.1213
1,5675,3.1213
1,5677,3.1213
1,5678,3.1213
1,5679,3.1213
1,5681,3.1213
1,5682,3.1213
1,5686,3.1213
1,5686,3.1213
1,5701,3.1213
1,5703,3.1213
1,5704,3.1213
1,5713,3.1213
1,5728,3.1213
1,5740,3.1213
1,5747,3.1213
1,5761,3.1213
1,5768,3.1213
